monic	ㅁㅗㄴㅣㄱ
conus	ㅋㅗㄴㅠㅅㅡ
ponta	ㅍㅗㄴㅌㅏ
ostrom	ㅇㅗㅅㅡㅌㅡㄹㅗㅁ
dixit	ㄷㅣㄱㅅㅣ
pareiko	ㅍㅏㄹㅔㅇㅣㅋㅗ
sameshima	ㄱㅗㅌㅏ
deron	ㄷㅔㄹㅓㄴ
hungate	ㅎㅓㄴㄱㅔㅇㅣㅌㅡ
kauffman	ㅋㅏㅇㅜㅍㅡㅁㅏㄴ
feige	ㅍㅏㅇㅣㄱㅣ
azura	ㅇㅏㅈㅜㄹㅏ
schiavelli	ㅅㅡㅋㅣㅇㅏㅂㅔㄹㄹㅣ
verdier	ㅂㅔㄹㅡㄷㅣㅇㅔ
deligiannis	ㄷㅣㄹㄹㅣㅇㅑㄴㄴㅣㅅㅡ
kamilla	ㅋㅏㅁㅣㄹㄹㅏ
benegas	ㅂㅔㄴㅔㄱㅣㅅㅡ
menkaure	ㅁㅔㄴㅋㅏㅇㅜㄹㅔ
alexandersson	ㅇㅏㄹㄹㅔㄱㅅㅏㄴㄷㅔㄹㅡㅅㅗㄴ
bara	ㅂㅏㄹㅏ
tammin	ㅌㅐㅁㅣㄴ
dindy	ㄷㅏㅇㄷㅣ
sessegnon	ㅅㅔㅅㅔㄴㅛㅇ
okakura	ㅇㅗㅋㅏㅋㅜㄹㅏ
maeno	ㄷㅏㅋㅏㄴㅗㄹㅣ
kamerlingh	ㅋㅏㅁㅔㄹㅡㄹㄹㅣㅇ
abelardo	ㅇㅏㅂㅔㄹㄹㅏㄹㅡㄷㅗ
muraco	ㅁㅜㄹㅏㅋㅗ
lestienne	ㄹㅔㅅㅡㅌㅣㅇㅔㄴ
chikatari	ㅈㅣㅋㅏㅌㅏㄹㅣ
meilin	ㅁㅔㅇㅣㄹㅣㄴ
godoj	ㄱㅗㄷㅗㅇㅣ
morimichi	ㅁㅗㄹㅣㅁㅣㅊㅣ
longstreet	ㄹㅗㅇㅅㅡㅌㅡㄹㅣㅌㅡ
mollen	ㅁㅗㄹㄹㅓㄴ
srichaphan	ㅅㅣㅊㅏㅍㅏㄴ
brasch	ㅂㅡㄹㅏㅅㅠ
soldatova	ㅅㅗㄹㄷㅏㅌㅗㅂㅏ
shyne	ㅅㅑㅇㅣㄴ
wickremanayake	ㅇㅟㅋㅡㄹㅔㅁㅏㄴㅏㅇㅑㅋㅔ
landreau	ㄹㅏㅇㄷㅡㄹㅗ
kutcher	ㅋㅓㅊㅓ
vaan	ㅂㅏㅇㅏㄴ
kheirandish	ㅎㅔㅇㅣㄹㅏㄴㄷㅣㅅㅣ
amurri	ㅇㅏㅁㅜㄹㅣ
urbas	ㅇㅜㄹㅡㅂㅏㅅㅡ
morgenstern	ㅁㅗㄹㅡㄱㅔㄴㅅㅡㅌㅔㄹㅡㄴ
asmir	ㅇㅏㅅㅡㅁㅣㄹㅡ
karaev	ㅋㅏㄹㅏㅇㅔㅍㅡ
sabo	ㅅㅏㅂㅗ
lon	ㄹㅗㄴ
ami	ㄴㅣㅇㅣㅁㅏㄹㅜㅇㅣㅊㅣ
mcclanahan	ㅁㅐㅋㅡㄹㄹㅐㄴㅓㅎㅐㄴ
grealish	ㄱㅡㄹㅣㄹㄹㅣㅅㅟ
hyolyn	ㅎㅛㄹㅣㄴ
nechita	ㄴㅔㅊㅣㅌㅏ
winnicka	ㅂㅣㄴㄴㅣㅊㅡㅋㅏ
satya	ㅅㅏㅌㅣㅇㅏ
hewer	ㅎㅠㅇㅓ
katamori	ㄱㅏㅌㅏㅁㅗㄹㅣ
yeats	ㅇㅖㅇㅣㅊㅡ
nigris	ㄴㅣㄱㅡㄹㅣㅅㅡ
thant	ㅌㅏㄴㅌㅡ
kierkegaard	ㅋㅣㄹㅡㅋㅔㄱㅗㄹㅡ
jeanine	ㅈㅣㄴㅣㄴ
wangila	ㅇㅘㄴㄱㅣㄹㄹㅏ
yorifusa	ㅇㅛㄹㅣㅎㅜㅅㅏ
ponomarev	ㅍㅗㄴㅗㅁㅏㄹㅔㅍㅡ
lanskaya	ㄹㅏㄴㅅㅡㅋㅏㅇㅑ
stang	ㅅㅡㅌㅏㅇ
rushailo	ㄹㅜㅅㅑㅇㅣㄹㄹㅗ
tsujihara	ㅆㅡㅈㅣㅎㅏㄹㅏ
kipphardt	ㅋㅣㅍㅡㅎㅏㄹㅡㅌㅡ
tolkki	ㅌㅗㄹㅋㅣ
bujalski	ㅂㅜㅈㅏㄹㅅㅡㅋㅣ
audrina	ㅇㅗㄷㅡㄹㅣㄴㅏ
paek	ㅂㅐㄱ
toney	ㅌㅗㄴㅣ
wayles	ㅇㅞㅇㅣㄹㅅㅡ
mcinnes	ㅁㅐㅋㅣㄴㅣㅅㅡ
stab	ㅅㅡㅌㅏㅁ
mcghehey	ㅁㅐㄱㄱㅔㅎㅣ
bokeem	ㅂㅗㅋㅣㅁ
lodeiro	ㄹㅗㄷㅔㅇㅣㄹㅗ
aouate	ㅇㅏㅇㅜㅇㅏㅌㅔ
olympiou	ㅇㅗㄹㄹㅣㅁㅂㅣㅇㅜ
lost	ㄹㅗㅅㅡㅌㅡ
katanandov	ㅋㅏㅌㅏㄴㅏㄴㄷㅗㅍㅡ
assia	ㅇㅏㅅㅣㅇㅏ
theophilos	ㅌㅔㅇㅗㅍㅣㄹㄹㅗㅅㅡ
pasvolsky	ㅍㅏㅅㅡㅂㅗㄹㅅㅡㅋㅣ
motwani	ㅁㅗㅌㅡㅇㅘㄴㅣ
shamrock	ㅅㅒㅁㄹㅗㄱ
dalgas	ㄷㅏㄹㄱㅏㅅㅡ
weird	ㅇㅟㅇㅓㄷㅡ
stellan	ㅅㅡㅌㅔㄹㄹㅏㄴ
ehrenfest	ㅇㅔㄹㅔㄴㅍㅔㅅㅡㅌㅡ
mezzofanti	ㅁㅔㅊㅗㅍㅏㄴㅌㅣ
suvari	ㅅㅜㅂㅏㄹㅣ
coquelin	ㅋㅗㅋㅡㄹㄹㅐㅇ
snipes	ㅅㅡㄴㅏㅇㅣㅂㅅㅡ
carpani	ㅋㅏㅍㅏㄴㅣ
boudin	ㅂㅜㄷㅐㅇ
merneptah	ㅁㅔㄹㅡㄴㅔㅂㅌㅏ
ahmes	ㅇㅏㅁㅔㅅㅡ
francella	ㅍㅡㄹㅏㄴㅊㅔㄹㄹㅏ
akiie	ㅇㅏㅋㅣㅇㅣㅇㅔ
mccutcheon	ㅁㅐㅋㅓㅊㅣㄴ
benicio	ㅂㅔㄴㅣㅊㅣㅇㅗ
xhaka	ㅅㅑㅋㅏ
nemati	ㄴㅔㅁㅏㅌㅣ
bujold	ㅂㅟㅈㅗㄹㄷㅡ
nariaki	ㄴㅏㅋㅏㅇㅑㅁㅏ
chalfie	ㅊㅐㄹㅍㅣ
chipperfield	ㅊㅣㅍㅓㅍㅣㄹㄷㅡ
mchedlidze	ㅇㅡㅁㅊㅔㄷㅡㄹㄹㅣㅈㅔ
bailly	ㅂㅔㅇㅣㄹㄹㅣ
lyons	ㄹㅏㅇㅣㅇㅓㄴㅅㅡ
tra	ㅌㅡㄹㅏ
edmondson	ㅇㅔㄷㅡㅁㅓㄴㄷㅡㅅㅡㄴ
loris	ㄹㅗㄹㅣㅅㅡ
saylor	ㅅㅔㅇㅣㄹㄹㅓ
taromai	ㅌㅏㄹㅜㅁㅣㅇㅣ
cayetana	ㅋㅏㅇㅖㅌㅏㄴㅏ
harisu	ㅎㅏㄹㅣㅅㅜ
fredholm	ㅍㅡㄹㅔㄷㅡㅎㅗㄹㄹㅡㅁ
gellius	ㄱㅔㄹㄹㅣㅇㅜㅅㅡ
boulahrouz	ㅂㅜㄹㄹㅏㄹㅜㅈㅡ
kotori	ㅋㅗㅇㅣㅇㅘㅇㅣ
patashou	ㅍㅗㅌㅏㅅㅛㅍㅡ
ostrogorsky	ㅇㅗㅅㅡㅌㅡㄹㅗㄱㅗㄹㅡㅅㅡㅋㅣ
amelle	ㅇㅏㅁㅔㄹ
elgort	ㅇㅔㄹㄱㅗㅌㅡ
makienok	ㅁㅏㅋㅣㅇㅔㄴㅗㅋㅡ
victoire	ㅂㅣㄱㅌㅜㅇㅏㄹㅡ
brek	ㅂㅡㄹㅔㄱ
shindong	ㅅㅣㄴㄷㅗㅇ
alidoosti	ㅇㅏㄹㄹㅣㄷㅜㅅㅡㅌㅣ
ansarifard	ㅇㅏㄴㅅㅏㄹㅣㅍㅏㄹㅡㄷㅡ
kahveci	ㅋㅏㅎㅡㅂㅔㅈㅣ
lapaglia	ㄹㅏㅍㅏㄹㄹㅣㅇㅏ
jamala	ㅈㅏㅁㅏㄹㄹㅏ
patitucci	ㅍㅐㅌㅣㅌㅜㅊㅣ
allasio	ㅇㅏㄹㄹㅏㅅㅣㅇㅗ
danes	ㄷㅔㅇㅣㄴㅅㅡ
knup	ㅋㅡㄴㅜㅍㅡ
honinbo	ㅎㅗㄴㅇㅣㄴㅂㅗ
speleers	ㅅㅡㅍㅔㄹㄹㅣㅇㅓㅅㅡ
tumler	ㅌㅜㅁㄹㅓ
vittar	ㅂㅣㅌㅏㄹㅡ
divandari	ㅍㅣㅂㅏㄴㄷㅏㄹㅣ
torabi	ㅌㅗㄹㅏㅂㅣ
skip	ㅅㅡㅋㅣㅂ
haywood	ㅎㅔㅇㅣㅇㅜㄷㅡ
winslet	ㅇㅟㄴㅈㅡㄹㄹㅣㅅ
diefenbaker	ㄷㅣㅍㅔㄴㅂㅔㅇㅣㅋㅓ
killian	ㅋㅣㄹㄹㅣㅇㅓㄴ
kitokuro	ㄱㅣㅌㅗㅋㅜㄹㅗ
vrij	ㅂㅡㄹㅔㅇㅣ
reinisch	ㄹㅏㅇㅣㄴㅣㅅㅠ
horne	ㅎㅗㄴ
stasey	ㅅㅡㅌㅔㅇㅣㅅㅣ
katasada	ㄱㅏㅌㅏㅅㅏㄷㅏ
fahlman	ㅍㅐㄹㅁㅏㄴ
ulrik	ㅇㅜㄹㄹㅣㅋㅡ
fabius	ㅍㅏㅂㅣㅇㅜㅅㅡ
slichter	ㅅㅡㄹㄹㅣㅎㅣㅌㅓ
maisky	ㅁㅏㅇㅣㅅㅡㅋㅣ
mulligan	ㅁㅓㄹㄹㅣㄱㅓㄴ
chabala	ㅊㅏㅂㅏㄹㄹㅏ
gagern	ㄱㅏㄱㅔㄹㅡㄴ
tolmides	ㅌㅗㄹㅁㅣㄷㅔㅅㅡ
cornel	ㅋㅗㄴㅔㄹ
haitzler	ㅎㅏㅇㅣㅊㅡㄹㄹㅓ
ozsan	ㅇㅗㅈㅡㅅㅏㄴ
atherton	ㅇㅐㅅㅓㅌㅓㄴ
hoshea	ㅎㅗㅅㅔㅇㅏ
dodik	ㄷㅗㄷㅣㅋㅡ
lugosi	ㄹㅜㄱㅗㅅㅣ
mileva	ㅁㅣㄹㄹㅔㅂㅏ
borgmann	ㅂㅗㄱㅡㅁㅓㄴ
marijan	ㅁㅏㄹㅣㅇㅑㄴ
vrba	ㅂㅡㄹㅡㅂㅏ
ficino	ㅍㅣㅊㅣㄴㅗ
seldes	ㅅㅔㄹㄷㅔㅅㅡ
vassiliki	ㅂㅏㅅㅣㄹㄹㅣㅋㅣ
emina	ㅇㅔㅁㅣㄴㅏ
lucyna	ㄹㅜㅊㅣㄴㅏ
elyes	ㅇㅔㄹㄹㅣㅅㅡ
zubaida	ㅈㅜㅂㅏㅇㅣㄷㅏ
suzunoki	ㅇㅠㅇㅜ
grodotzki	ㄱㅡㄹㅗㄷㅗㅊㅡㅋㅣ
rosende	ㄹㅗㅅㅔㄴㄷㅔ
hoddle	ㅎㅗㄷㅡㄹ
hisano	ㅁㅏㅅㅏㅎㅣㄹㅗ
lutfi	ㄹㅜㅌㅡㅍㅣ
eiben	ㅇㅔㅇㅣㅂㅔㄴ
muryeong	ㅁㅜㄹㅕㅇㅇㅘㅇ
alenichev	ㅇㅏㄹㄹㅔㄴㅣㅊㅔㅍㅡ
cracknell	ㅋㅡㄹㅐㄱㄴㅔㄹ
kuroyanagi	ㄷㅔㅆㅡㅋㅗ
antonieta	ㅇㅏㄴㅌㅗㄴㅣㅇㅔㅌㅏ
facchetti	ㅍㅏㅋㅔㅌㅣ
magidor	ㅁㅏㄱㅣㄷㅗㄹㅡ
aung	ㅇㅏㅇㅜㅇ
nimi	ㄴㅣㅁㅣ
bearman	ㅂㅣㅇㅓㅁㅏㄴ
heng	ㅎㅔㅇ
harang	ㅎㅏㄹㅏㅇ
schuschnigg	ㅅㅠㅅㅠㄴㅣㅋㅡ
segre	ㅅㅔㄱㅡㄹㅔ
ade	ㅇㅏㄷㅔ
barca	ㅂㅏㄹㅡㅋㅏ
vezzali	ㅂㅔㅊㅏㄹㄹㅣ
taiga	ㅁㅏㅇㅔㅋㅏㅇㅘ
trabelsi	ㅌㅡㄹㅏㅂㅔㄹㅅㅣ
lintl	ㄹㅣㄴㅌㅡㄹ
mahan	ㅁㅓㅎㅐㄴ
apkhazava	ㅇㅏㅍㅡㅋㅏㅈㅏㅂㅏ
bonini	ㅂㅗㄴㅣㄴㅣ
pavlichenko	ㅍㅏㅇㅜㄹㄹㅣㅊㅔㄴㅋㅗ
kirron	ㅋㅣㄹㅗㄴ
kaniskina	ㅋㅏㄴㅣㅅㅡㅋㅣㄴㅏ
sugamoto	ㅇㅠㅋㅗ
nemirovich	ㄴㅔㅁㅣㄹㅗㅂㅣㅊㅣ
maestri	ㅁㅏㅇㅔㅅㅡㅌㅡㄹㅣ
gallizio	ㄱㅏㄹㄹㅏㅈㅣㅇㅗ
asperger	ㅇㅏㅅㅡㅍㅔㄹㅡㄱㅓ
morante	ㅁㅗㄹㅏㄴㅌㅔ
hainisch	ㅎㅏㅇㅣㄴㅣㅅㅠ
caniggia	ㅋㅏㄴㅣㅎㅣㅇㅏ
galiazzo	ㄱㅏㄹㄹㅣㅇㅏㅊㅗ
brubaker	ㅂㅡㄹㅜㅂㅔㅇㅣㅋㅓ
bellarmine	ㅂㅔㄹㄹㅏㄹㅡㅁㅣㄴㅗ
khadr	ㅎㅏㄷㅡㄹㅡ
ashoka	ㅇㅏㅅㅗㅋㅏ
glazunov	ㄱㅡㄹㄹㅏㅈㅜㄴㅗㅍㅡ
aliaksandr	ㅇㅏㄹㄹㅑㄱㅅㅏㄴㄷㅡㄹㅡ
costacurta	ㅋㅗㅅㅡㅌㅏㅋㅜㄹㅡㅌㅏ
yepes	ㅇㅖㅍㅔㅅㅡ
marziyya	ㅁㅔㄹㅡㅈㅣㅇㅖ
berdal	ㅂㅔㄹㅡㄷㅏㄹ
riether	ㄹㅣㅌㅓ
ulyana	ㅇㅜㄹㄹㅣㅇㅑㄴㅏ
mehrzad	ㅁㅔㅎㅡㅈㅏㄷㅡ
murara	ㅁㅜㄹㅏㄹㅏ
volkov	ㅂㅗㄹㅋㅗㅍㅡ
cannonball	ㅋㅐㄴㅓㄴㅂㅗㄹ
rodwell	ㄹㅗㄷㅡㅇㅞㄹ
lasry	ㄹㅐㅈㅡㄹㅣ
chika	ㅊㅣㅋㅏ
kassen	ㅋㅏㅅㅔㄴ
mcauley	ㅁㅐㄱㅋㅓㄹㄹㅣ
arcand	ㅇㅏㄹㅡㅋㅏㅇ
houlberg	ㅎㅗㅇㅜㄹㅂㅔㄹㅡ
silk	ㅅㅣㄹㅋㅡ
guerritore	ㄱㅜㅇㅔㄹㅣㅌㅗㄹㅔ
serra	ㅅㅔㅎㅏ
sein	ㅅㅔㅇㅣㄴ
bitty	ㅂㅣㅌㅣ
amakusa	ㅇㅏㅁㅏㅋㅜㅅㅏ
adu	ㅇㅏㄷㅜ
javale	ㅈㅓㅂㅔㅇㅣㄹ
blanka	ㅂㅡㄹㄹㅏㄴㅋㅏ
dinara	ㄷㅣㄴㅏㄹㅏ
hanevold	ㅎㅏㄴㅔㅂㅗㄹ
johnathon	ㅈㅗㄴㅓㅅㅓㄴ
doreen	ㄷㅗㄹㅣㄴ
oldfield	ㅇㅗㄹㄷㅡㅍㅣㄹㄷㅡ
grosseteste	ㄱㅡㄹㅗㅅㅡㅌㅔㅅㅡㅌㅡ
vaslav	ㅂㅏㅅㅡㄹㄹㅏㅍㅡ
milevskiy	ㅁㅣㄹㄹㅔㅇㅜㅅㅡㅋㅣ
huish	ㅎㅠㅇㅣㅅㅣ
gro	ㄱㅡㄹㅗ
milett	ㅁㅣㄹㄹㅔ
mutu	ㅁㅜㅌㅜ
marni	ㅁㅏㄴㅣ
rilke	ㄹㅣㄹㅋㅔ
asness	ㅇㅐㅈㅡㄴㅣㅅㅡ
tyndale	ㅌㅣㄴㄷㅡㄹ
edmunds	ㅇㅔㄷㅡㅁㅓㄴㅈㅡ
strindberg	ㅅㅡㅌㅡㄹㅣㄴㄷㅡㅂㅔㄹㅣ
pilot	ㅍㅣㄹㄹㅗ
steinberg	ㅅㅡㅌㅔㅇㅣㄴㅂㅔㄹㅡㄱㅡ
pujols	ㅍㅜㅎㅗㄹㅅㅡ
quinto	ㅋㅣㄴㅌㅗ
kaburaki	ㄱㅗ
oden	ㅇㅗㄷㅡㄴ
vinoba	ㅂㅣㄴㅗㅂㅏ
mathieson	ㅁㅐㅅㅣㅅㅡㄴ
samgeun	ㅅㅏㅁㄱㅡㄴㅇㅘㅇ
seberg	ㅅㅣㅂㅓㄱㅡ
amina	ㅇㅏㅁㅣㄴㅏ
surabhi	ㅅㅜㄹㅏㅂㅣ
keflezighi	ㅋㅔㅍㅡㄹㄹㅔㅈㅣㄱㅣ
fachtna	ㅍㅏㅋㅡㅌㅡㄴㅏ
angelico	ㅇㅏㄴㅈㅔㄹㄹㅣㅋㅗ
alghu	ㅇㅏㄹㄹㅜㄱㅜ
chemnitz	ㅋㅔㅁㄴㅣㅊㅡ
annsert	ㅇㅐㄴㅅㅓㅌㅡ
ayn	ㅇㅏㅇㅣㄴ
parkita	ㅍㅏㄹㅡㅋㅣㅌㅏ
hudec	ㅎㅜㄷㅔㅊㅡ
boomin	ㅂㅜㅁㅇㅣㄴ
mcentire	ㅁㅐㅋㅣㄴㅌㅏㅇㅣㅇㅓ
swit	ㅅㅡㅇㅟㅅ
rochus	ㄹㅗㅎㅜㅅㅡ
vikki	ㅂㅣㅋㅣ
csikszentmihalyi	ㅊㅣㄱㅅㅔㄴㅌㅡㅁㅣㅎㅏㅇㅣ
melfi	ㅁㅔㄹㅍㅣ
khafra	ㅋㅏㅍㅡㄹㅔ
evra	ㅇㅔㅂㅡㄹㅏ
corddry	ㅋㅗㄷㅡㄹㅣ
yadigar	ㅇㅑㄷㅣㄱㅏㄹㅡ
nathanson	ㄴㅔㅇㅣㅅㅓㄴㅅㅡㄴ
murayori	ㅁㅜㄹㅏㅇㅛㄹㅣ
vyjayanthimala	ㅂㅏㅇㅣㅈㅏㅇㅑㄴㅌㅣㅁㅏㄹㄹㅏ
mazarin	ㅁㅏㅈㅏㄹㅐㅇ
khovanskiy	ㅋㅗㅂㅏㄴㅅㅡㅋㅣ
goukouni	ㄱㅜㅋㅜㄴㅣ
sylvanus	ㅅㅣㄹㅂㅏㄴㅟ
kameshima	ㅅㅠ
hosmer	ㅎㅗㅅㅡㅁㅓ
maui	ㅁㅏㅇㅜㅇㅣ
lunghi	ㄹㅜㅇㄱㅣ
helm	ㅎㅔㄹㄹㅡㅁ
dominguez	ㄷㅗㅁㅣㅇㄱㅔㅅㅡ
gokey	ㄱㅗㅋㅣ
malika	ㅁㅏㄹㄹㅣㅋㅏ
rummenigge	ㄹㅜㅁㅔㄴㅣㄱㅔ
ayhan	ㅇㅏㅇㅣㅎㅏㄴ
uhwudong	ㅇㅓㅇㅜㄷㅗㅇ
marcolini	ㅁㅏㄹㅡㅋㅗㄹㅣㄴㅣ
petrenko	ㅍㅔㅌㅡㄹㅔㄴㅋㅗ
dweezil	ㅇㅟㅈㅣㄹ
benvenuto	ㅂㅔㄴㅂㅔㄴㅜㅌㅗ
riffel	ㄹㅣㅍㅔㄹ
pauleta	ㅍㅏㅇㅜㄹㄹㅔㅌㅏ
kisling	ㅋㅣㅅㅡㄹㄹㅣㅇ
saucedo	ㅅㅏㅇㅜㅅㅔㄷㅗ
eilenberg	ㅇㅔㅇㅣㄹㄹㅔㄴㅂㅔㄹㅡㅋㅡ
mohnke	ㅁㅗㄴㅋㅔ
krol	ㅋㅡㄹㅗㄹ
rebhorn	ㄹㅔㅂㅎㅗㄴ
aiza	ㅇㅏㅇㅖㅈㅏ
dobzhansky	ㄷㅗㅂㅡㅈㅏㄴㅅㅡㅋㅣ
eloy	ㅇㅔㄹㄹㅗㅇㅣ
tamulis	ㅌㅏㅁㅜㄹㄹㅣㅅㅡ
ria	ㄹㅣㅇㅏ
bacchelli	ㅂㅏㅋㅔㄹㄹㅣ
daems	ㄷㅏㅇㅔㅁㅅㅡ
coase	ㅋㅗㅅㅡ
lovren	ㄹㅗㅂㅡㄹㅔㄴ
buruk	ㅂㅜㄹㅜㅋㅡ
kakenya	ㅋㅏㅋㅔㄴㅑ
sorkin	ㅅㅗㅋㅣㄴ
margeson	ㅁㅏㅈㅣㅅㅡㄴ
bukvich	ㅂㅜㅋㅡㅂㅣㅊㅣ
babalade	ㅂㅏㅂㅏㄹㅏㄷㅔ
khristova	ㅎㅡㄹㅣㅅㅡㅌㅗㅂㅏ
banning	ㅂㅐㄴㅣㅇ
mcdermitt	ㅁㅐㄱㄷㅓㅁㅣㅅ
aline	ㅇㅏㄹㄹㅣㄴㅣ
harumi	ㅎㅏㄹㅜㅁㅣ
buktenica	ㅂㅓㄱㅌㅔㄴㅣㅋㅏ
bochner	ㅂㅗㅎㅡㄴㅓ
yasuori	ㅇㅑㅅㅡㅇㅗㄹㅣ
ayers	ㅇㅔㅇㅣㅇㅓㅅㅡ
ashkenazi	ㅇㅏㅅㅠㅋㅔㄴㅏㅈㅣ
mcallister	ㅁㅐㅋㅐㄹㄹㅣㅅㅡㅌㅓ
hilja	ㅎㅣㄹㄹㅣㅇㅏ
carafano	ㅋㅐㄹㅓㅍㅏㄴㅗ
cooley	ㅋㅜㄹㄹㅣ
aparina	ㅇㅏㅍㅏㄹㅣㄴㅏ
pattie	ㅍㅐㅌㅣ
palombo	ㅍㅏㄹㄹㅗㅁㅂㅗ
yordano	ㅇㅛㄷㅏㄴㅗ
geddy	ㄱㅔㄷㅣ
buford	ㅂㅠㅍㅓㄷㅡ
fukasawa	ㅁㅏㅋㅣ
pagel	ㅍㅔㄱㅔㄹ
matar	ㅁㅏㅌㅏㄹㅡ
dahlmann	ㄷㅏㄹㅁㅏㄴ
wigan	ㅇㅟㄱㅏㄴ
joris	ㅇㅛㄹㅣㅅㅡ
lembit	ㄹㅔㅁㅂㅣㅌㅡ
braudel	ㅂㅡㄹㅗㄷㅔㄹ
tulowitzki	ㅌㅜㄹㄹㅗㅇㅟㅊㅡㅋㅣ
bracco	ㅂㅡㄹㅏㅋㅗ
argelander	ㅇㅏㄹㅡㄱㅔㄹㄹㅏㄴㄷㅓ
maglietta	ㅁㅏㄹㄹㅣㅇㅔㅌㅏ
sorabji	ㅅㅗㄹㅏㅂㅈㅣ
eigenmann	ㅇㅏㅇㅣㄱㅔㄴㅁㅏㄴ
freedman	ㅍㅡㄹㅣㄷㅡㅁㅓㄴ
preobrajenska	ㅍㅡㄹㅔㅇㅗㅂㅡㄹㅏㅈㅔㄴㅅㅡㅋㅏ
chevy	ㅊㅔㅂㅣ
ricarda	ㄹㅣㅋㅏㄹㅡㄷㅏ
federer	ㅍㅔㄷㅓㄹㅓ
bourguiba	ㅂㅜㄹㅡㄱㅣㅂㅏ
kuniwo	ㄱㅜㄴㅣㅇㅗ
vanhanen	ㅂㅏㄴㅎㅏㄴㅔㄴ
ratzinger	ㄹㅏㅊㅣㅇㄱㅓ
pilou	ㅍㅣㄹㄹㅗㅇㅜ
firpo	ㅍㅣㄹㅡㅍㅗ
yadier	ㅇㅑㄷㅣㅇㅔㄹㅡ
jenni	ㅈㅔㄴㅣ
rohmer	ㄹㅗㅁㅔㄹㅡ
tabakova	ㅌㅏㅂㅏㅋㅗㅂㅏ
yoshiyasu	ㅇㅛㅅㅣㅇㅑㅅㅡ
pieterson	ㅍㅣㅌㅓㅅㅡㄴ
satyajit	ㅅㅏㅌㅣㅇㅑㅈㅣㅌㅡ
condit	ㅋㅗㄴㄷㅣㅅ
anttila	ㅇㅏㄴㅌㅣㄹㄹㅏ
semenya	ㅅㅔㅁㅔㄴㅑ
sevigny	ㅅㅔㅂㅓㄴㅣ
khaba	ㅋㅏㅂㅏ
terri	ㅌㅔㄹㅣ
tukhachevsky	ㅌㅜㅎㅏㅊㅔㅂㅅㅡㅋㅣ
estiano	ㅇㅣㅅㅡㅊㅣㅇㅏㄴㅜ
margaryan	ㅁㅏㄹㅡㄱㅏㄹㅣㅇㅑㄴ
boisgobey	ㅂㅜㅇㅏㄱㅗㅂㅔ
hunnam	ㅎㅓㄴㅐㅁ
bostic	ㅂㅗㅅㅡㅌㅣㄱ
tyus	ㅌㅏㅇㅣㅇㅓㅅㅡ
beni	ㅂㅔㄴㅣ
moorcock	ㅁㅜㅇㅓㅋㅗㄱ
belly	ㅂㅔㄹㄹㅣ
hemed	ㅎㅔㅁㅔㄷㅡ
maduro	ㅁㅏㄷㅜㄹㅗ
kundera	ㅋㅜㄴㄷㅔㄹㅏ
gren	ㄱㅡㄹㅔㄴ
zaz	ㅈㅏㅈㅡ
mongrain	ㅁㅗㅇㄱㅡㄹㅔㅇㅣㄴ
marchand	ㅁㅏㅊㅓㄴㄷㅡ
trita	ㅌㅡㄹㅣㅌㅏ
matheus	ㅁㅏㅌㅔㅇㅜㅅㅡ
procopius	ㅍㅡㄹㅗㅋㅗㅍㅣㅇㅜㅅㅡ
loree	ㄹㅗㄹㅣ
vanenburg	ㅍㅏㄴㅔㄴㅂㅟㄹㅡㅎㅡ
mckenley	ㅁㅐㅋㅣㄴㄹㅣ
stanislavski	ㅅㅡㅌㅏㄴㅣㅅㅡㄹㄹㅏㅂㅅㅡㅋㅣ
hazas	ㅇㅏㅅㅏㅅㅡ
ntaiya	ㅇㅡㄴㅌㅏㅇㅣㅇㅑ
stones	ㅅㅡㅌㅗㄴㅈㅡ
shemai	ㅅㅖㅁㅏㅇㅣ
layfield	ㄹㅔㅇㅣㅍㅣㄹㄷㅡ
gelber	ㄱㅔㄹㅂㅓ
narasaki	ㄴㅏㄹㅏㅅㅏㅋㅣ
paraense	ㅍㅏㄹㅏㅇㅔㄴㅅㅔ
streich	ㅅㅡㅌㅡㄹㅏㅎㅣ
weckl	ㅇㅞㅋㅡㄹ
scaloni	ㅅㅡㅋㅏㄹㄹㅗㄴㅣ
tsuneoki	ㅆㅡㄴㅔㅇㅗㅋㅣ
kiriakou	ㅋㅣㄹㅣㅇㅏㅋㅜ
staupitz	ㅅㅠㅌㅏㅇㅜㅍㅣㅊㅡ
tromp	ㅌㅡㄹㅗㅁㅍㅡ
fontane	ㅍㅗㄴㅌㅏㄴㅔ
irfan	ㅇㅣㄹㅡㅍㅏㄴ
spearritt	ㅅㅡㅍㅣㅇㅓㄹㅣㅅ
malinowski	ㅁㅏㄹㄹㅣㄴㅗㅍㅡㅅㅡㅋㅣ
maropis	ㅁㅏㄹㅗㅍㅣㅅㅡ
hillenburg	ㅎㅣㄹㄹㅔㄴㅂㅓㄱㅡ
abhishek	ㅇㅏㅂㅣㅅㅞㅋㅡ
eagles	ㅇㅣㄱㅡㄹㅅㅡ
prueksakasemsuk	ㅍㅡㄹㅡㄱㅅㅏㄲㅏㅅㅔㅁㅅㅜㄱ
mitsotakis	ㅁㅣㅊㅗㅌㅏㅋㅣㅅㅡ
kamprad	ㅋㅏㅁㅍㅡㄹㅏㅌㅡ
