monic	ㅁㅗㄴㅣㄱ
kiriyama	ㅇㅏㅋㅣㅌㅗ
ratajkowski	ㄴㅏㅌㅏㅋㅗㅂㅡㅅㅡㅋㅣ
nakamori	ㄷㅏㅇㅣㅅㅡㅋㅔ
kirshner	ㅋㅓㅅㅣㄴㅓ
kisen	ㄱㅣㅅㅔㄴ
killoren	ㅋㅣㄹㄹㅗㄹㅔㄴ
bawa	ㅂㅏㅇㅘ
thompkins	ㅈㅜㄴㅣㅇㅓ
iyer	ㅇㅏㅇㅣㅇㅓ
ayo	ㅇㅏㅇㅛ
ostaszewska	ㅇㅗㅅㅡㅌㅏㅅㅖㅍㅡㅅㅡㅋㅏ
hallberg	ㅎㅏㄹㅂㅔㄹㅣ
rosamund	ㄹㅗㅈㅓㅁㅜㄴㄷㅡ
sugamata	ㅌㅔㅆㅡㅇㅗ
gulda	ㄱㅜㄹㄷㅏ
ghilas	ㄱㅣㄹㄹㅏㅅㅡ
director	ㄷㅣㄹㅔㄱㅌㅓ
madhur	ㅁㅏㄷㅜㄹㅡ
kinya	ㅋㅣㅌㅏㅇㅗㅈㅣ
shor	ㅅㅛㅇㅓ
taissa	ㅌㅔㅇㅣㅅㅏ
miyagawa	ㅎㅜㅁㅣㅋㅗ
ingemann	ㅇㅣㅇㅇㅔㅁㅏㄴ
daigo	ㄷㅏㅇㅣㄱㅗ
risch	ㄹㅣㅅㅣ
laursen	ㄹㅏㅇㅜㄹㅡㅅㅔㄴ
fukuma	ㅇㅗㅅㅏㅁㅜ
pocius	ㅍㅗㅊㅜㅅㅡ
maltz	ㅁㅏㄹㅊㅡ
focke	ㅍㅗㅋㅔ
mazdak	ㅁㅏㅈㅡㄷㅏㅋㅡㄱㅛ
blyton	ㅂㅡㄹㄹㅏㅇㅣㅌㅓㄴ
farel	ㅍㅏㄹㅔㄹ
budet	ㅂㅟㄷㅔ
kokuryu	ㅅㅏㅊㅣ
brannan	ㅂㅡㄹㅐㄴㅓㄴ
cayon	ㅋㅏㅇㅛㄴ
gallienus	ㄱㅏㄹㄹㅣㅇㅔㄴㅜㅅㅡ
razon	ㄹㅏㅅㅗㄴ
otoha	ㄷㅏㄱㅜㅈㅣ
tschichold	ㅊㅣㅎㅗㄹㅌㅡ
surya	ㅅㅜㄹㅣㅇㅏ
wollstonecraft	ㅇㅜㄹㅅㅡㅌㅓㄴㅋㅡㄹㅐㅍㅡㅌㅡ
doseon	ㄷㅗㅅㅓㄴ
sugai	ㄴㅏㅇㅗㅋㅣ
portal	ㅍㅗㄹㅡㅌㅏㄹ
rydell	ㄹㅏㅇㅣㄷㅔㄹ
tempestt	ㅌㅔㅁㅍㅔㅅㅡㅌㅡ
gervinus	ㄱㅔㄹㅡㅂㅣㄴㅜㅅㅡ
piaf	ㅍㅣㅇㅏㅍㅡ
urdaneta	ㅇㅜㄹㅡㄷㅏㄴㅔㅌㅏ
boyar	ㅂㅗㅇㅑ
osceola	ㅇㅗㅅㅔㅇㅗㄹㄹㅏ
rouwendaal	ㄹㅜㅂㅔㄴㄷㅏㄹ
kaijiro	ㅎㅜㅈㅣㅇㅛㅅㅣ
bhumi	ㅂㅜㅁㅣ
lemmon	ㄹㅔㅁㅁㅗㄴ
schaaf	ㅅㅑㅍㅡ
garciaparra	ㄱㅏㄹㅡㅅㅣㅇㅏㅍㅏㄹㅏ
arrabal	ㅇㅏㄹㅏㅂㅏㄹ
ajibade	ㅇㅏㅈㅣㅂㅏㄷㅔ
peddie	ㅍㅔㄷㅣ
crowley	ㅋㅡㄹㅗㅇㅜㄹㄹㅣ
ayumu	ㅎㅣㄹㅏㄴㅗ
bellarabi	ㅂㅔㄹㄹㅏㄹㅏㅂㅣ
margera	ㅁㅏㅈㅔㄹㅏ
whitefield	ㅎㅟㅅㅍㅣㄹㄷㅡ
ramaz	ㄹㅏㅁㅏㅈㅡ
winwood	ㅇㅟㄴㅇㅜㄷㅡ
genova	ㅈㅔㄴㅗㅂㅏ
diamonds	ㄷㅏㅇㅣㅇㅏㅁㅗㄴㅈㅡ
persbrandt	ㅍㅔㄹㅡㅅㅡㅂㅡㄹㅏㄴㅌㅡ
evi	ㅇㅔㅂㅣ
stradivari	ㅅㅡㅌㅡㄹㅏㄷㅣㅂㅏㄹㅣ
knoller	ㅋㅡㄴㅗㄹㄹㅓ
zoellick	ㅈㅗㄹㄹㅣㄱ
graff	ㄱㅡㄹㅏㅍㅡ
leal	ㄹㅔㅇㅏㅇㅜ
bachalo	ㅂㅓㅊㅐㄹㄹㅗ
koskie	ㅋㅗㅅㅡㅋㅣ
conus	ㅋㅗㄴㅠㅅㅡ
ponta	ㅍㅗㄴㅌㅏ
ostrom	ㅇㅗㅅㅡㅌㅡㄹㅗㅁ
nzingha	ㅈㅣㅇㄱㅏ
maika	ㅇㅑㅁㅏㅁㅗㅌㅗ
dixit	ㄷㅣㄱㅅㅣ
nishiogi	ㅇㅠㅁㅣㅇㅔ
pareiko	ㅍㅏㄹㅔㅇㅣㅋㅗ
sameshima	ㄱㅗㅌㅏ
deron	ㄷㅔㄹㅓㄴ
seongcheol	ㅅㅓㅇㅊㅓㄹ
hungate	ㅎㅓㄴㄱㅔㅇㅣㅌㅡ
kauffman	ㅋㅏㅇㅜㅍㅡㅁㅏㄴ
sekita	ㅎㅣㄹㅗㅅㅣ
feige	ㅍㅏㅇㅣㄱㅣ
azura	ㅇㅏㅈㅜㄹㅏ
goshi	ㅇㅗㅋㅜㅂㅗ
raitt	ㄹㅔㅇㅣㅅ
schiavelli	ㅅㅡㅋㅣㅇㅏㅂㅔㄹㄹㅣ
verdier	ㅂㅔㄹㅡㄷㅣㅇㅔ
deligiannis	ㄷㅣㄹㄹㅣㅇㅑㄴㄴㅣㅅㅡ
burch	ㅂㅓㅊㅣ
kikugawa	ㅇㅛㅅㅣㅇㅗ
kamilla	ㅋㅏㅁㅣㄹㄹㅏ
dudek	ㄷㅠㄷㅔㄱ
benegas	ㅂㅔㄴㅔㄱㅣㅅㅡ
menkaure	ㅁㅔㄴㅋㅏㅇㅜㄹㅔ
alexandersson	ㅇㅏㄹㄹㅔㄱㅅㅏㄴㄷㅔㄹㅡㅅㅗㄴ
bara	ㅂㅏㄹㅏ
tammin	ㅌㅐㅁㅣㄴ
dindy	ㄷㅏㅇㄷㅣ
sessegnon	ㅅㅔㅅㅔㄴㅛㅇ
okakura	ㅇㅗㅋㅏㅋㅜㄹㅏ
ueki	ㄱㅗㅅㅣㄹㅗ
maeno	ㄷㅏㅋㅏㄴㅗㄹㅣ
kamerlingh	ㅋㅏㅁㅔㄹㅡㄹㄹㅣㅇ
abelardo	ㅇㅏㅂㅔㄹㄹㅏㄹㅡㄷㅗ
muraco	ㅁㅜㄹㅏㅋㅗ
lestienne	ㄹㅔㅅㅡㅌㅣㅇㅔㄴ
chikatari	ㅈㅣㅋㅏㅌㅏㄹㅣ
meilin	ㅁㅔㅇㅣㄹㅣㄴ
schroeder	ㅅㅠㄹㅚㄷㅓ
godoj	ㄱㅗㄷㅗㅇㅣ
morimichi	ㅁㅗㄹㅣㅁㅣㅊㅣ
longstreet	ㄹㅗㅇㅅㅡㅌㅡㄹㅣㅌㅡ
mollen	ㅁㅗㄹㄹㅓㄴ
srichaphan	ㅅㅣㅊㅏㅍㅏㄴ
brasch	ㅂㅡㄹㅏㅅㅠ
soldatova	ㅅㅗㄹㄷㅏㅌㅗㅂㅏ
shyne	ㅅㅑㅇㅣㄴ
wickremanayake	ㅇㅟㅋㅡㄹㅔㅁㅏㄴㅏㅇㅑㅋㅔ
mitsuhashi	ㄷㅏㅋㅏㅇㅏㅋㅣ
landreau	ㄹㅏㅇㄷㅡㄹㅗ
kutcher	ㅋㅓㅊㅓ
vaan	ㅂㅏㅇㅏㄴ
kheirandish	ㅎㅔㅇㅣㄹㅏㄴㄷㅣㅅㅣ
takagaki	ㅇㅏㅇㅑㅎㅣ
phouma	ㅍㅜㅁㅏ
amurri	ㅇㅏㅁㅜㄹㅣ
urbas	ㅇㅜㄹㅡㅂㅏㅅㅡ
morgenstern	ㅁㅗㄹㅡㄱㅔㄴㅅㅡㅌㅔㄹㅡㄴ
asmir	ㅇㅏㅅㅡㅁㅣㄹㅡ
karaev	ㅋㅏㄹㅏㅇㅔㅍㅡ
shinoyama	ㄱㅣㅅㅣㄴ
sabo	ㅅㅏㅂㅗ
lon	ㄹㅗㄴ
maruhashi	ㅇㅠㅅㅡㅋㅔ
ami	ㄴㅣㅇㅣㅁㅏㄹㅜㅇㅣㅊㅣ
mcclanahan	ㅁㅐㅋㅡㄹㄹㅐㄴㅓㅎㅐㄴ
grealish	ㄱㅡㄹㅣㄹㄹㅣㅅㅟ
hyolyn	ㅎㅛㄹㅣㄴ
nechita	ㄴㅔㅊㅣㅌㅏ
winnicka	ㅂㅣㄴㄴㅣㅊㅡㅋㅏ
satya	ㅅㅏㅌㅣㅇㅏ
hewer	ㅎㅠㅇㅓ
tezuka	ㄷㅏㅋㅏㅅㅣ
katamori	ㄱㅏㅌㅏㅁㅗㄹㅣ
katsutomo	ㅇㅗㅅㅣㅂㅏ
miharu	ㅌㅏㄴㅏㅋㅏ
yeats	ㅇㅖㅇㅣㅊㅡ
enomoto	ㄱㅜㄹㅜㅁㅣ
annus	ㅇㅓㄷㅡㄹㅣㅇㅏㄴ
nigris	ㄴㅣㄱㅡㄹㅣㅅㅡ
thant	ㅌㅏㄴㅌㅡ
kierkegaard	ㅋㅣㄹㅡㅋㅔㄱㅗㄹㅡ
meru	ㄷㅏㅅㅣㅁㅏ
jeanine	ㅈㅣㄴㅣㄴ
wangila	ㅇㅘㄴㄱㅣㄹㄹㅏ
luthra	ㄹㅜㅆㅡㄹㅏ
yorifusa	ㅇㅛㄹㅣㅎㅜㅅㅏ
ponomarev	ㅍㅗㄴㅗㅁㅏㄹㅔㅍㅡ
hirota	ㅅㅡㅁㅣㅇㅗ
lanskaya	ㄹㅏㄴㅅㅡㅋㅏㅇㅑ
stang	ㅅㅡㅌㅏㅇ
rushailo	ㄹㅜㅅㅑㅇㅣㄹㄹㅗ
tsujihara	ㅆㅡㅈㅣㅎㅏㄹㅏ
kipphardt	ㅋㅣㅍㅡㅎㅏㄹㅡㅌㅡ
szell	ㅅㅔㄹ
tolkki	ㅌㅗㄹㅋㅣ
bujalski	ㅂㅜㅈㅏㄹㅅㅡㅋㅣ
kiriko	ㄴㅏㄴㅏㄴㅏㄴ
audrina	ㅇㅗㄷㅡㄹㅣㄴㅏ
paek	ㅂㅐㄱ
toney	ㅌㅗㄴㅣ
wayles	ㅇㅞㅇㅣㄹㅅㅡ
mcinnes	ㅁㅐㅋㅣㄴㅣㅅㅡ
jeokwoo	ㅈㅓㄱㅇㅜ
takamatsu	ㄴㅗㅂㅜㅎㅣㅌㅗ
stab	ㅅㅡㅌㅏㅁ
mcghehey	ㅁㅐㄱㄱㅔㅎㅣ
bokeem	ㅂㅗㅋㅣㅁ
lodeiro	ㄹㅗㄷㅔㅇㅣㄹㅗ
aouate	ㅇㅏㅇㅜㅇㅏㅌㅔ
olympiou	ㅇㅗㄹㄹㅣㅁㅂㅣㅇㅜ
lost	ㄹㅗㅅㅡㅌㅡ
katanandov	ㅋㅏㅌㅏㄴㅏㄴㄷㅗㅍㅡ
assia	ㅇㅏㅅㅣㅇㅏ
theophilos	ㅌㅔㅇㅗㅍㅣㄹㄹㅗㅅㅡ
yabu	ㄱㅔㅇㅣㅇㅣㅊㅣ
pasvolsky	ㅍㅏㅅㅡㅂㅗㄹㅅㅡㅋㅣ
motwani	ㅁㅗㅌㅡㅇㅘㄴㅣ
shamrock	ㅅㅒㅁㄹㅗㄱ
dalgas	ㄷㅏㄹㄱㅏㅅㅡ
weird	ㅇㅟㅇㅓㄷㅡ
stellan	ㅅㅡㅌㅔㄹㄹㅏㄴ
ehrenfest	ㅇㅔㄹㅔㄴㅍㅔㅅㅡㅌㅡ
ishibitsu	ㅇㅛㅅㅡㅋㅔ
awe	ㅇㅏ
dink	ㄷㅣㄴㅋㅡ
mezzofanti	ㅁㅔㅊㅗㅍㅏㄴㅌㅣ
suvari	ㅅㅜㅂㅏㄹㅣ
coquelin	ㅋㅗㅋㅡㄹㄹㅐㅇ
seagal	ㅅㅣㄱㅓㄹ
snipes	ㅅㅡㄴㅏㅇㅣㅂㅅㅡ
iiyama	ㅇㅠㄱㅗ
carpani	ㅋㅏㅍㅏㄴㅣ
boudin	ㅂㅜㄷㅐㅇ
merneptah	ㅁㅔㄹㅡㄴㅔㅂㅌㅏ
wythe	ㅇㅘㅇㅣㅅㅡ
ahmes	ㅇㅏㅁㅔㅅㅡ
francella	ㅍㅡㄹㅏㄴㅊㅔㄹㄹㅏ
akiie	ㅇㅏㅋㅣㅇㅣㅇㅔ
babbitt	ㅂㅐㅂㅣㅅ
shiroya	ㅁㅣㅆㅡㅌㅗㅅㅣ
mccutcheon	ㅁㅐㅋㅓㅊㅣㄴ
benicio	ㅂㅔㄴㅣㅊㅣㅇㅗ
xhaka	ㅅㅑㅋㅏ
nemati	ㄴㅔㅁㅏㅌㅣ
bujold	ㅂㅟㅈㅗㄹㄷㅡ
nariaki	ㄴㅏㅋㅏㅇㅑㅁㅏ
chalfie	ㅊㅐㄹㅍㅣ
chipperfield	ㅊㅣㅍㅓㅍㅣㄹㄷㅡ
mchedlidze	ㅇㅡㅁㅊㅔㄷㅡㄹㄹㅣㅈㅔ
bailly	ㅂㅔㅇㅣㄹㄹㅣ
lyons	ㄹㅏㅇㅣㅇㅓㄴㅅㅡ
tra	ㅌㅡㄹㅏ
veith	ㅍㅔㄴㅣㅇㅇㅓ
edmondson	ㅇㅔㄷㅡㅁㅓㄴㄷㅡㅅㅡㄴ
higashikuni	ㅅㅣㄱㅔㅋㅗ
loris	ㄹㅗㄹㅣㅅㅡ
saylor	ㅅㅔㅇㅣㄹㄹㅓ
ueno	ㅇㅠㅅㅏㅋㅜ
taromai	ㅌㅏㄹㅜㅁㅣㅇㅣ
cayetana	ㅋㅏㅇㅖㅌㅏㄴㅏ
harisu	ㅎㅏㄹㅣㅅㅜ
fredholm	ㅍㅡㄹㅔㄷㅡㅎㅗㄹㄹㅡㅁ
gellius	ㄱㅔㄹㄹㅣㅇㅜㅅㅡ
torao	ㅇㅏㅅㅏㄷㅏ
boulahrouz	ㅂㅜㄹㄹㅏㄹㅜㅈㅡ
kotori	ㅋㅗㅇㅣㅇㅘㅇㅣ
patashou	ㅍㅗㅌㅏㅅㅛㅍㅡ
todaka	ㅎㅣㄹㅗㅋㅣ
ostrogorsky	ㅇㅗㅅㅡㅌㅡㄹㅗㄱㅗㄹㅡㅅㅡㅋㅣ
amelle	ㅇㅏㅁㅔㄹ
elgort	ㅇㅔㄹㄱㅗㅌㅡ
makienok	ㅁㅏㅋㅣㅇㅔㄴㅗㅋㅡ
aino	ㅋㅣㅅㅣ
victoire	ㅂㅣㄱㅌㅜㅇㅏㄹㅡ
himeno	ㅇㅠㅇㅑ
brek	ㅂㅡㄹㅔㄱ
shindong	ㅅㅣㄴㄷㅗㅇ
alidoosti	ㅇㅏㄹㄹㅣㄷㅜㅅㅡㅌㅣ
ansarifard	ㅇㅏㄴㅅㅏㄹㅣㅍㅏㄹㅡㄷㅡ
kahveci	ㅋㅏㅎㅡㅂㅔㅈㅣ
noborio	ㄱㅔㄴㅌㅗㅋㅜ
lapaglia	ㄹㅏㅍㅏㄹㄹㅣㅇㅏ
jamala	ㅈㅏㅁㅏㄹㄹㅏ
queneau	ㅋㅡㄴㅗ
patitucci	ㅍㅐㅌㅣㅌㅜㅊㅣ
allasio	ㅇㅏㄹㄹㅏㅅㅣㅇㅗ
danes	ㄷㅔㅇㅣㄴㅅㅡ
knup	ㅋㅡㄴㅜㅍㅡ
honinbo	ㅎㅗㄴㅇㅣㄴㅂㅗ
speleers	ㅅㅡㅍㅔㄹㄹㅣㅇㅓㅅㅡ
tumler	ㅌㅜㅁㄹㅓ
mion	ㅁㅜㅋㅏㅇㅣㅊㅣ
vittar	ㅂㅣㅌㅏㄹㅡ
divandari	ㅍㅣㅂㅏㄴㄷㅏㄹㅣ
torabi	ㅌㅗㄹㅏㅂㅣ
kabe	ㅁㅣㄹㅏㄴ
skip	ㅅㅡㅋㅣㅂ
haywood	ㅎㅔㅇㅣㅇㅜㄷㅡ
winslet	ㅇㅟㄴㅈㅡㄹㄹㅣㅅ
diefenbaker	ㄷㅣㅍㅔㄴㅂㅔㅇㅣㅋㅓ
killian	ㅋㅣㄹㄹㅣㅇㅓㄴ
kitokuro	ㄱㅣㅌㅗㅋㅜㄹㅗ
vrij	ㅂㅡㄹㅔㅇㅣ
hirai	ㅅㅛㅋㅣ
reinisch	ㄹㅏㅇㅣㄴㅣㅅㅠ
horne	ㅎㅗㄴ
yonehara	ㅁㅏㄹㅣ
stasey	ㅅㅡㅌㅔㅇㅣㅅㅣ
katasada	ㄱㅏㅌㅏㅅㅏㄷㅏ
fahlman	ㅍㅐㄹㅁㅏㄴ
etsushi	ㄷㅗㅇㅛㅋㅏㅇㅘ
ulrik	ㅇㅜㄹㄹㅣㅋㅡ
fabius	ㅍㅏㅂㅣㅇㅜㅅㅡ
slichter	ㅅㅡㄹㄹㅣㅎㅣㅌㅓ
eiji	ㅇㅛㅅㅣㅋㅏㅇㅘ
maisky	ㅁㅏㅇㅣㅅㅡㅋㅣ
mulligan	ㅁㅓㄹㄹㅣㄱㅓㄴ
chabala	ㅊㅏㅂㅏㄹㄹㅏ
gagern	ㄱㅏㄱㅔㄹㅡㄴ
tolmides	ㅌㅗㄹㅁㅣㄷㅔㅅㅡ
cornel	ㅋㅗㄴㅔㄹ
fuwa	ㅅㅔㅇㅣ
haitzler	ㅎㅏㅇㅣㅊㅡㄹㄹㅓ
ozsan	ㅇㅗㅈㅡㅅㅏㄴ
mukaiya	ㅁㅣㄴㅗㄹㅜ
atherton	ㅇㅐㅅㅓㅌㅓㄴ
hoshea	ㅎㅗㅅㅔㅇㅏ
dodik	ㄷㅗㄷㅣㅋㅡ
mitsu	ㄷㅏㄴ
lugosi	ㄹㅜㄱㅗㅅㅣ
mileva	ㅁㅣㄹㄹㅔㅂㅏ
borgmann	ㅂㅗㄱㅡㅁㅓㄴ
marijan	ㅁㅏㄹㅣㅇㅑㄴ
karashima	ㅋㅔㅇㅣㅈㅠ
vrba	ㅂㅡㄹㅡㅂㅏ
ficino	ㅍㅣㅊㅣㄴㅗ
seldes	ㅅㅔㄹㄷㅔㅅㅡ
vassiliki	ㅂㅏㅅㅣㄹㄹㅣㅋㅣ
emina	ㅇㅔㅁㅣㄴㅏ
lucyna	ㄹㅜㅊㅣㄴㅏ
elyes	ㅇㅔㄹㄹㅣㅅㅡ
koishikawa	ㅁㅏㅅㅏㅎㅣㄹㅗ
zubaida	ㅈㅜㅂㅏㅇㅣㄷㅏ
suzunoki	ㅇㅠㅇㅜ
grodotzki	ㄱㅡㄹㅗㄷㅗㅊㅡㅋㅣ
rosende	ㄹㅗㅅㅔㄴㄷㅔ
chinen	ㄹㅣㄴㅏ
hoddle	ㅎㅗㄷㅡㄹ
hisano	ㅁㅏㅅㅏㅎㅣㄹㅗ
ayotte	ㅇㅔㅇㅣㅇㅛㅅ
lutfi	ㄹㅜㅌㅡㅍㅣ
iyamoto	ㄴㅏㅇㅗㅋㅣ
eiben	ㅇㅔㅇㅣㅂㅔㄴ
muryeong	ㅁㅜㄹㅕㅇㅇㅘㅇ
hideya	ㅇㅗㅋㅏㅁㅗㅌㅗ
alenichev	ㅇㅏㄹㄹㅔㄴㅣㅊㅔㅍㅡ
cracknell	ㅋㅡㄹㅐㄱㄴㅔㄹ
oyakawa	ㅇㅛㅅㅣㄴㅗㅂㅜ
kuroyanagi	ㄷㅔㅆㅡㅋㅗ
moray	ㄹㅜㅇㅓㄷㅡㄹㅣ
antonieta	ㅇㅏㄴㅌㅗㄴㅣㅇㅔㅌㅏ
facchetti	ㅍㅏㅋㅔㅌㅣ
magidor	ㅁㅏㄱㅣㄷㅗㄹㅡ
aung	ㅇㅏㅇㅜㅇ
nimi	ㄴㅣㅁㅣ
bearman	ㅂㅣㅇㅓㅁㅏㄴ
heng	ㅎㅔㅇ
shaik	ㅅㅑㅇㅣㅋㅡ
harang	ㅎㅏㄹㅏㅇ
schuschnigg	ㅅㅠㅅㅠㄴㅣㅋㅡ
segre	ㅅㅔㄱㅡㄹㅔ
ade	ㅇㅏㄷㅔ
barca	ㅂㅏㄹㅡㅋㅏ
vezzali	ㅂㅔㅊㅏㄹㄹㅣ
oboi	ㅇㅗㅂㅐ
yip	ㅇㅣㅂ
taiga	ㅁㅏㅇㅔㅋㅏㅇㅘ
trabelsi	ㅌㅡㄹㅏㅂㅔㄹㅅㅣ
lintl	ㄹㅣㄴㅌㅡㄹ
mahan	ㅁㅓㅎㅐㄴ
apkhazava	ㅇㅏㅍㅡㅋㅏㅈㅏㅂㅏ
alwar	ㅇㅏㄹㅇㅘ
bonini	ㅂㅗㄴㅣㄴㅣ
pavlichenko	ㅍㅏㅇㅜㄹㄹㅣㅊㅔㄴㅋㅗ
kirron	ㅋㅣㄹㅗㄴ
kaniskina	ㅋㅏㄴㅣㅅㅡㅋㅣㄴㅏ
sugamoto	ㅇㅠㅋㅗ
nemirovich	ㄴㅔㅁㅣㄹㅗㅂㅣㅊㅣ
ebisawa	ㅋㅔㄴㅈㅣ
goce	ㄱㅗㅊㅔ
maestri	ㅁㅏㅇㅔㅅㅡㅌㅡㄹㅣ
gallizio	ㄱㅏㄹㄹㅏㅈㅣㅇㅗ
quiett	ㅋㅘㅇㅣㅇㅓㅅ
asperger	ㅇㅏㅅㅡㅍㅔㄹㅡㄱㅓ
yaeji	ㅇㅖㅈㅣ
morante	ㅁㅗㄹㅏㄴㅌㅔ
hainisch	ㅎㅏㅇㅣㄴㅣㅅㅠ
caniggia	ㅋㅏㄴㅣㅎㅣㅇㅏ
galiazzo	ㄱㅏㄹㄹㅣㅇㅏㅊㅗ
furuhara	ㅇㅑㅅㅡㅎㅣㅅㅏ
brubaker	ㅂㅡㄹㅜㅂㅔㅇㅣㅋㅓ
bellarmine	ㅂㅔㄹㄹㅏㄹㅡㅁㅣㄴㅗ
khadr	ㅎㅏㄷㅡㄹㅡ
ashoka	ㅇㅏㅅㅗㅋㅏ
yokoyama	ㅇㅠㅇㅣ
glazunov	ㄱㅡㄹㄹㅏㅈㅜㄴㅗㅍㅡ
aliaksandr	ㅇㅏㄹㄹㅑㄱㅅㅏㄴㄷㅡㄹㅡ
costacurta	ㅋㅗㅅㅡㅌㅏㅋㅜㄹㅡㅌㅏ
yepes	ㅇㅖㅍㅔㅅㅡ
marziyya	ㅁㅔㄹㅡㅈㅣㅇㅖ
berdal	ㅂㅔㄹㅡㄷㅏㄹ
riether	ㄹㅣㅌㅓ
bernthal	ㅂㅓㄴㅅㅓㄹ
ulyana	ㅇㅜㄹㄹㅣㅇㅑㄴㅏ
mehrzad	ㅁㅔㅎㅡㅈㅏㄷㅡ
murara	ㅁㅜㄹㅏㄹㅏ
takichi	ㄴㅣㅅㅣㅇㅑㅁㅏ
volkov	ㅂㅗㄹㅋㅗㅍㅡ
cannonball	ㅋㅐㄴㅓㄴㅂㅗㄹ
peavy	ㅍㅣㅂㅣ
rodwell	ㄹㅗㄷㅡㅇㅞㄹ
lasry	ㄹㅐㅈㅡㄹㅣ
chika	ㅊㅣㅋㅏ
hunyadi	ㅇㅑㄴㅗㅅㅣ
kassen	ㅋㅏㅅㅔㄴ
choei	ㅅㅏㅌㅗ
mcauley	ㅁㅐㄱㅋㅓㄹㄹㅣ
arcand	ㅇㅏㄹㅡㅋㅏㅇ
mami	ㄱㅏㅇㅘㄷㅏ
houlberg	ㅎㅗㅇㅜㄹㅂㅔㄹㅡ
silk	ㅅㅣㄹㅋㅡ
haruhi	ㄷㅔㄹㅏㄷㅏ
guerritore	ㄱㅜㅇㅔㄹㅣㅌㅗㄹㅔ
laet	ㄹㅏㅇㅔ
serra	ㅅㅔㅎㅏ
kambe	ㅅㅡㄱㅏㅇㅗ
sein	ㅅㅔㅇㅣㄴ
bitty	ㅂㅣㅌㅣ
amakusa	ㅇㅏㅁㅏㅋㅜㅅㅏ
adu	ㅇㅏㄷㅜ
kiyonao	ㅇㅣㅊㅣㅋㅣ
bertus	ㄹㅓㅇㅛㅅㅣ
javale	ㅈㅓㅂㅔㅇㅣㄹ
wessex	ㅂㅜㅇㅣㄴ
morooka	ㅁㅗㄹㅗ
blanka	ㅂㅡㄹㄹㅏㄴㅋㅏ
dinara	ㄷㅣㄴㅏㄹㅏ
hanevold	ㅎㅏㄴㅔㅂㅗㄹ
johnathon	ㅈㅗㄴㅓㅅㅓㄴ
doreen	ㄷㅗㄹㅣㄴ
oldfield	ㅇㅗㄹㄷㅡㅍㅣㄹㄷㅡ
grosseteste	ㄱㅡㄹㅗㅅㅡㅌㅔㅅㅡㅌㅡ
vaslav	ㅂㅏㅅㅡㄹㄹㅏㅍㅡ
milevskiy	ㅁㅣㄹㄹㅔㅇㅜㅅㅡㅋㅣ
huish	ㅎㅠㅇㅣㅅㅣ
naomichi	ㅎㅣㄹㅏㅁㅏ
gro	ㄱㅡㄹㅗ
milett	ㅁㅣㄹㄹㅔ
mutu	ㅁㅜㅌㅜ
marni	ㅁㅏㄴㅣ
rilke	ㄹㅣㄹㅋㅔ
asness	ㅇㅐㅈㅡㄴㅣㅅㅡ
tyndale	ㅌㅣㄴㄷㅡㄹ
hiroji	ㅇㅣㅁㅏㅁㅜㄹㅏ
edmunds	ㅇㅔㄷㅡㅁㅓㄴㅈㅡ
strindberg	ㅅㅡㅌㅡㄹㅣㄴㄷㅡㅂㅔㄹㅣ
soomekh	ㅅㅜㅁㅔㄱ
pilot	ㅍㅣㄹㄹㅗ
steinberg	ㅅㅡㅌㅔㅇㅣㄴㅂㅔㄹㅡㄱㅡ
pujols	ㅍㅜㅎㅗㄹㅅㅡ
quinto	ㅋㅣㄴㅌㅗ
guagua	ㄱㅘㄱㅘ
kanon	ㅌㅏㄴㅣ
kaburaki	ㄱㅗ
oden	ㅇㅗㄷㅡㄴ
vinoba	ㅂㅣㄴㅗㅂㅏ
mathieson	ㅁㅐㅅㅣㅅㅡㄴ
samgeun	ㅅㅏㅁㄱㅡㄴㅇㅘㅇ
seberg	ㅅㅣㅂㅓㄱㅡ
amina	ㅇㅏㅁㅣㄴㅏ
surabhi	ㅅㅜㄹㅏㅂㅣ
keflezighi	ㅋㅔㅍㅡㄹㄹㅔㅈㅣㄱㅣ
seungyeop	ㅅㅡㅇㅇㅕㅂ
fachtna	ㅍㅏㅋㅡㅌㅡㄴㅏ
general	ㅈㅗㅅㅠㅇㅏ
angelico	ㅇㅏㄴㅈㅔㄹㄹㅣㅋㅗ
alghu	ㅇㅏㄹㄹㅜㄱㅜ
chemnitz	ㅋㅔㅁㄴㅣㅊㅡ
hue	ㅈㅓㅇㅈㅣㅊㅏㄴ
annsert	ㅇㅐㄴㅅㅓㅌㅡ
ayn	ㅇㅏㅇㅣㄴ
parkita	ㅍㅏㄹㅡㅋㅣㅌㅏ
hudec	ㅎㅜㄷㅔㅊㅡ
boomin	ㅂㅜㅁㅇㅣㄴ
mcentire	ㅁㅐㅋㅣㄴㅌㅏㅇㅣㅇㅓ
swit	ㅅㅡㅇㅟㅅ
rochus	ㄹㅗㅎㅜㅅㅡ
vikki	ㅂㅣㅋㅣ
yoshimitsu	ㅁㅗㄹㅣㅌㅏ
gower	ㄱㅏㅇㅝ
csikszentmihalyi	ㅊㅣㄱㅅㅔㄴㅌㅡㅁㅣㅎㅏㅇㅣ
melfi	ㅁㅔㄹㅍㅣ
zaiyi	ㅈㅐㅇㅢ
khafra	ㅋㅏㅍㅡㄹㅔ
